,left,right,forward
[385380395],5.0856343214702715,0.9551269518178364,2.6888423986048093
[375380390],3.9533630473541534,3.9659756661354364,8.121436484258156
[380385370],1.111413358416648,1.3186911184941668,6.026063195264966
[375380375],4.892949766459745,2.7102565988975957,1.032338166731023
[375375385],3.4450693244943933,4.121599256890942,7.6370444206999
[375385370],0.91533027247399,0.3891706075270591,5.3112797896055985
[370380365],0.0,3.6320745963844283,0.0
[370370380],2.623069155960369,1.7505067205448661,6.680152124964848
[370365380],2.1820109734351774,1.4549919657753143,5.8730715067516694
[360360385],0.3205855433627349,2.476245227315892,5.818737377561418
[370370335],0.0,0.1054785110380522,2.9406888693119004
[360365320],0.3248338498617779,0.0,2.6125054480064094
[345355290],0.0,0.0,0.38
[325335255],0.0,0.0,0.38947689277371217
[320315250],0.03,0.0,0.0
[285305340],0.0,0.0596873710153351,1.6954852583179307
[265295320],0.3641701938728141,0.11233884665233987,0.0
[345210245],1.9346259106203816,0.0,0.2
[395400400],3.4950933589358884,2.9558132441369502,11.724446636221009
[400400380],0.5804458268201873,0.7892187983350281,8.314818822478484
[395400365],0.5654746160777541,3.5514481522475565,1.3380854525277976
[395395405],2.69275168716864,2.2556967066267872,10.74139688256176
[365280235],0.0,0.36034625870717385,0.0
[285310355],0.08943394781175361,0.0,0.0
[360275235],0.6949344932546462,0.0,0.0
[350275240],0.0,0.08707915540700123,0.0
[285315355],0.0,0.03,0.0
[320320350],0.5271274552798275,3.5500522106684254,1.7696525383050732
[315365380],0.0,0.048,2.2543012367269726
[280335370],0.0,0.0,0.5459176213092161
[245265345],0.03,0.0,0.0
[315305315],0.7565855309038213,0.0,0.2350061554653305
[265290335],0.03,0.4383654670671204,0.2529496187154381
[305300330],0.03,0.7371328208034245,2.8305166814507783
[265290330],0.18453129512567695,0.0,0.6194444638409633
[375265220],0.6924236277254123,0.0,0.0
[380400400],1.7331760945589538,5.4397993185342655,0.28478556826176005
[395315235],0.0,0.03,0.0
[275285335],0.4786020155220523,0.06813857286595808,0.0
[390295235],0.0,0.3326554496930296,0.0
[275295340],0.2484640631389317,0.07217202432560177,-0.6481098771614572
[380285235],1.8778791446601075,0.0,0.0
[390395405],2.2717283465750824,1.7665967188419698,10.729648198907157
[395400390],2.53899466362556,4.737618756622634,10.167105983764106
[340395405],0.0,0.14293482846353456,3.6180501180342484
[335385400],0.0,0.6317592695046869,4.999996554274016
[330380405],0.0,3.107178162535752,0.0
[325380400],0.03,5.115304240529494,0.5375430532086231
[325320335],0.0,2.2549782779967082,0.2325838985469585
[320375405],0.03,5.140938243262938,0.2027
[320320335],0.2932243926838741,1.8669048719547368,0.2691991288689941
[320365400],0.0,6.678030351848829,0.6759805502098639
[390390400],5.049701897387386,4.584989485880879,10.328881768218462
[395400380],1.9005715101826608,1.2904270618786216,8.920531236954039
[370395370],0.5788929508083557,0.0,0.0
[390400395],4.466480881112483,4.48438443213063,11.1983661175842
[385380390],4.549841240287032,3.2486756465012387,7.847547480999827
[350365380],1.0802981936987686,5.858073481902152,2.7263682112491745
[390390390],4.368496787320347,5.112579655626409,9.016775651203098
[385400395],1.6746579073929453,3.1591126095574844,9.64642512173043
[385395395],4.636740561212398,6.554034935732642,9.85580109350848
[390400400],2.67161341687322,5.2186697772683885,11.68320671360032
[385390400],4.241369520893461,5.4805985475200725,9.857575314950557
[385390395],4.2884248151926565,7.7478867329180074,9.827581008121859
[380375385],2.6065541260820537,1.7420489990822885,7.353185346712669
[370370390],1.6179419424777743,3.5580896055713085,7.231035021904444
[385395400],4.815185062017041,3.1034975035852836,9.653025890355163
[355355385],0.4774390148700714,4.386355316008959,0.0
[355390390],3.753049938199547,1.2548909737210359,0.8258475267592621
[350355385],0.3174201348102409,5.8127432415801525,0.7245303857593901
[360390390],0.7849119885378206,1.8499568983608248,5.387186885743164
[345385380],1.1444446794034169,0.0,0.0
[355355360],0.9312813036378124,3.0908675083076282,1.2498756020975563
[335335365],0.777919580889637,3.9658963117347885,1.81789853454698
[355380385],0.12813171554518832,0.2550621181118679,5.258076240891999
[345350380],0.0,3.911051966891097,0.7382339294814306
[350385380],0.0,4.321285293412613,0.0
[395385405],0.9208661371158776,2.322903183233624,0.6442304391217889
[395390405],7.16607190099416,0.0,2.703847397072696
[380390390],3.1340061675678665,4.865440283900888,8.457838839863772
[360385380],0.8196831229534616,4.014696920038689,0.5835416473164694
[380365385],1.4289563970931287,5.730919577316008,0.22502574649019988
[385390390],3.6701346958441943,5.256570007065337,8.849234855444578
[385390405],6.044216149651568,0.3530935995926157,-0.7924096586224205
[365380405],0.0,3.2602381999749075,0.2
[340350395],0.0,0.0,0.56162
[300325385],0.0,0.03513,0.0
[300320390],0.08235737651736064,0.0,0.0
[370385320],0.0638413977,0.0,0.0
[375380315],0.12083113667999845,0.6585669358502497,2.514972747368519
[375385345],0.0,2.730496493842561,1.2107313911486228
[310285300],0.0,0.25424074823548515,0.0
[320385395],0.0,0.0,4.1918583123576765
[385355400],3.449208648230341,0.0,0.2
[290310385],0.0,0.03,0.0
[370385390],2.9257279702553616,3.3365796643947863,8.674482037538464
[385355395],0.11310000295657935,0.0,1.3121770529987202
[390335395],1.6578532663245154,1.0603289763113264,0.0
[380295395],0.0,1.062560185920181,0.0
[380380390],3.785269698667528,3.4991368437875883,8.295620427402195
[360375355],1.3546942677333582,0.0,0.0
[380370385],5.282425950552418,2.206438227143032,1.7978409415163628
[375380385],2.7983325409016264,2.0300131370321672,7.8614569877393805
[365375380],1.5300848538115068,2.691998642543834,6.8634213865502165
[390380340],0.0,0.0,1.3715897865596145
[390380330],0.2426465608332954,0.0,3.127054460417133
[385375320],0.0,1.4480038955009902,0.0
[345360375],1.0221902751551513,2.442103081131496,4.843202529275269
[325340350],0.048,1.8381739406148407,-0.13526253849006895
[295295330],0.11135170743470604,0.26975946742735113,2.5660844047933264
[325320350],0.17759404227505332,4.538024176455141,0.5071246150246749
[335370390],0.0,1.7217163409097789,3.60108501116279
[390395395],5.607167629977801,6.127733822331206,10.741609080307038
[340365390],0.3278508066946779,6.607344905761349,0.4161809173573599
[380380395],3.9264539782571584,2.8483409970662064,8.112351400277001
[375375390],2.170793187330608,2.401309695748728,6.8437177417896535
[395395390],4.5842978316279295,3.066320158223645,10.250174817278985
[380385375],5.7486779157080115,1.4707460802723331,1.5921287884590185
[350360375],1.235150076130259,5.2401369496380275,3.4871501736619788
[360390400],1.6541428530874551,4.949234643297009,3.3478443091180785
[355365380],1.7288345384864652,5.45733365496134,4.225804283039817
[370390400],3.6229401882707775,1.903113384715856,7.888263747326817
[355385395],0.7513804535821125,0.6845443788969681,6.538228149184293
[380345375],0.0,0.0,0.8252182201403817
[370315350],0.0330022677,0.0,0.0
[375320345],0.0,0.1182826537141846,0.0
[360385400],0.21869587751154765,1.3647230835333288,7.120579600244222
[390395370],1.6963859469153881,2.8093163749227505,7.1283768233587015
[375350330],2.1584963297159696,0.0,0.0
[370355335],0.0,0.048,1.2709976428091745
[365330310],0.0,0.6569582660650326,0.0
[355350365],0.0,3.242917700959688,0.6128804305675601
[340345365],1.784784066443408,2.02897603359753,5.033353330710466
[355355355],0.7582612364837112,0.2670243031161951,2.9657278290555333
[345335320],0.0,1.3438277760789048,0.2
[325325350],0.3395475260564287,0.1979729628352752,3.7929191361377783
[305305340],0.11482417244930244,2.822050877671241,0.8246825305820323
[340360390],0.28581496971044035,6.673738548268372,0.6993054267155367
[335365395],0.1284779642584247,6.063373579957747,-0.8200000000000001
[375390395],3.2550617586649224,6.4219598865811705,8.299306954129612
[375365345],4.249725132160506,0.0,0.0
[395395365],6.8153662049727455,0.5381238753339616,0.2857417416287193
[375365350],0.0,0.0,1.903375910046702
[390400365],4.856939059074757,0.22269685149246504,0.0
[375395395],2.8753410363147767,6.49288497527012,2.3123238071540744
[400395395],3.721193167590456,0.731359989682961,10.774910495613504
[375395390],1.4467314198599106,6.309297094981225,2.9164312446284533
[385365360],2.8604129277637207,0.0,0.2
[370355355],0.0,2.7920147565843267,0.32079239090692113
[360365380],4.073184097515137,4.3247792426459775,6.436947187054598
[370360360],3.3315069554544965,0.5753526456568914,0.3431779873666725
[360365375],2.0650179784522407,4.878208780502717,3.7270488225590084
[365275325],0.0,0.03,0.0
[345340360],0.4848427955759596,3.279851847971224,0.4725981619144453
[380380350],0.6332441873388757,3.0915070105575726,0.4480214330725072
[330370385],0.0,4.799242037808564,0.7367498101405672
[380375375],5.454966068658252,1.8690554613697223,0.3053507048461461
[335375385],0.0,0.2195031148907048,3.0276277084638243
[275345385],0.0,1.2612717965487374,0.0
[285350385],0.03,0.0,0.0
[380360300],0.0,1.2030034658895183,0.0
[300355380],0.0,4.456179801217999,0.0
[310360385],0.3389387669123465,0.0,0.0
[375350305],0.0,0.0,0.7393294709400893
[370325310],2.1414283078290848,0.0,0.0
[365375390],3.3989691626475755,2.627759639906884,7.401481631598488
[375340320],0.0,0.0,1.2760021706883449
[365345365],2.5034910172317137,0.03,0.0
[315325390],0.3781356723607481,0.0,0.0
[365345370],0.0,0.5452220405034028,1.708362359903573
[355355380],1.7880334785902987,2.164412447720251,5.725650824848813
[375380360],0.6202471313775542,2.0709130241110287,1.1861718113998785
[365385370],0.2376911452047296,0.0,3.1003259334624667
[360360400],1.4862370636853501,0.0,0.0
[365370375],0.9239992635653054,3.855189435274175,1.5734861791009038
[355360410],0.0,0.0,-1.0
[375380395],2.5964937144798435,4.636034758276158,8.047574107552741
[375380405],0.0,0.5069102792530971,0.0
[385360380],3.81002118372214,0.03,0.5593909226750214
[375360315],0.0,0.0,1.274757073407344
[390390370],5.383469216921877,1.7298617895629125,1.2554189582187398
[385370395],6.091963408548177,0.0,0.5244471965634898
[385390375],5.912844180109879,2.5617485200163244,4.235468141336058
[380380385],4.14356840641077,3.266059191698783,7.728725252160387
[390390375],0.0,4.788566472672332,1.0480365617448189
[350385390],0.0,5.674574913033665,0.13739723231960846
[380395400],2.6250851407357616,1.0609345722249883,9.205456208799376
[380390375],1.3471418789426726,0.4914803874034566,7.076499313861755
[385285380],0.0,0.0,0.2
[380285315],0.0,0.0,0.2
[380340265],0.0,0.0,0.542
[370380380],5.272535592831611,1.8052497356840864,2.3084550074730275
[365380400],4.0120804833748345,0.3670780737701836,1.673667402027458
[390385345],0.0,0.0,3.814399274731587
[380390340],4.7314212244971365,0.0,0.2329053918849064
[390380385],0.965833621250574,5.215412298310704,1.3354143328242942
[375375330],4.2490195662424615,0.18276818718274213,0.0
[375375375],1.6968361540096846,4.799111736814579,1.7100778853061065
[380380325],4.136382277127247,0.0,0.261746693963098
[380370390],0.6723995760426211,1.1219092815908258,5.1818417703176936
[355365350],0.0,2.07824290186721,0.0
[345385340],0.0,0.0,0.2
[375385330],0.0,1.0795864117819196,0.2870323060298617
[355360380],3.0401579906817187,2.7190122697577896,6.040155186102473
[375385335],3.5707685253388632,0.0,1.0743711982035784
[315325340],0.17634780752962045,2.898356870600567,-0.6245070378209371
[375385325],0.8922382387489708,0.0,3.1279848722918406
[370375315],0.0,0.08879997943921639,2.8635585648451936
[365370310],0.03,0.0,1.5468515450718718
[370365390],0.3966738964196462,5.423571197214601,0.7617313331702041
[365365385],1.2723806741665424,1.4253832842527894,6.475652848855192
[355365370],3.270720914079714,1.5532570723705044,0.9151989169254168
[390375315],3.3750735803749308,0.048,0.0
[325315385],0.0,0.0327,0.0
[385380375],2.007153224207112,4.255760481517891,0.429108995251747
[350355360],0.0,1.0589381113918266,3.698376949053092
[340340340],0.03,0.2505036609652565,2.1106419750274905
[320310315],0.0,0.7542777149290236,-1.3429596561152972
[300270285],0.13713701847802534,0.0,0.0
[370380305],0.6057594978519325,0.6561168269209645,0.0
[300270280],0.49451283966127096,0.0,0.0
[370375270],0.0,0.0,1.186474207315236
[365370260],0.0,0.2099348218552484,0.0
[285265305],0.3709090246224434,0.0,-0.3330061738013542
[260260315],0.0,0.17177852014172493,1.248735714790625
[285270310],0.0,1.2609313844432015,0.4493369687574026
[320345360],0.5020185982140812,5.310267465597926,0.2292378196601232
[295295360],0.0,0.0,0.542
[220220320],0.1540472505988267,0.0,0.0
[275290300],0.3997270767011112,0.0,0.0
[230285310],-0.5946479599800486,-0.9061317308467292,-0.8173000000000001
[245315335],0.06795037867828177,-1.0,0.0
[295295310],0.6271332844367041,0.0,-1.5923648007719995
[300300305],0.6099137541794544,0.1998353978002332,0.0
[260310330],0.4817374245033542,0.0,-0.9812261258219682
[350225270],1.0572791339682943,0.0,0.2
[400400370],0.0,0.0,6.598002719586546
[400405370],1.227257357963546,0.0,0.0
[375385395],3.6100229608029584,5.511579455893093,8.945546753396691
[395390400],5.004305245717765,3.0740023651467347,9.29065857286019
[395390360],0.9585683146941916,4.45910227589756,1.8250369166715523
[355320380],0.03,0.0,0.0
[400395365],0.0,0.0,4.005340918651101
[370330295],0.4527409880731551,0.0,0.0
[370330290],0.5164053142807128,0.0,0.0
[365315305],0.0,0.0,0.38
[360315255],0.0,0.260739855499073,0.2
[355355365],3.0279396442869677,0.46545499999354295,0.17581653098478134
[350275295],0.0327,0.0,-1.0
[350275285],0.0,0.0,0.0
[350275280],0.048,0.0,0.0
[325340360],1.1875891771907647,0.11152312209144337,0.0
[395355285],0.0,0.25273354366414913,0.0
[325335355],1.8814812984123777,0.7204540410784046,0.2334528926198169
[395370300],0.033535677,0.08519341105081492,0.7198681803595277
[395365285],0.0,0.1797918331904355,1.3316007272180173
[395350275],1.9227782745290856,0.0,0.0
[395355275],0.0,0.4502107761544685,0.0
[310310340],0.22412876999046416,3.1430188705327304,1.4348710582402968
[335330360],0.5297808824733723,4.073906571335384,-0.5315628083346748
[335365385],0.5562491722715656,3.3204430311877347,0.7304479372591088
[330340380],0.0,1.0965876462564184,0.0
[380400405],3.467718926536185,0.2073191255117512,2.3664147046229043
[325345385],0.0,1.670159457598809,0.0
[380395405],0.11906581907961485,1.7133302661388183,6.062839094372863
[385395390],4.500383403669963,5.504734440011845,9.48045336326892
[385395385],2.1765613333626903,7.25235710454859,4.905307287308495
[390360320],1.5731533364162698,0.0,0.3978622322222805
[390370330],0.034357029408266765,0.0,1.7874433757993011
[395355315],0.0,0.3518431160961921,0.0
[355370380],1.836360369580176,2.968378263665694,5.966806853959326
[390345320],0.0,0.0,1.0419496701236968
[385340300],0.0,0.383101234140104,0.0
[340350375],3.043640866143967,2.6745129249288584,1.6056891272060063
[330350375],0.18096238156492345,0.2283768348948197,3.5069338007787683
[385335270],0.079986288207,0.0,0.0
[375380310],3.2900572596749704,0.21626520315898745,0.2278817331544209
[335345355],0.2266866686373668,3.029420711306216,0.0
[335340365],0.8416870772595256,1.179739820676176,4.7269607270889535
[350385395],0.4441761900895028,5.082380337986802,0.4262686483851184
[390395390],5.121934955528975,4.405895309457134,9.900612623477716
[390395380],2.894308715563497,1.5730526208451892,8.492635141331528
[390390380],6.049179261434734,2.4739865961703376,3.2259300292634343
[365395380],0.0,0.0,2.0678586576990594
[360390380],0.0,3.3201465171584017,0.2027
[375375380],2.8740506104855323,2.8372620162049262,6.1017639677737225
[380390370],-0.4194081148158221,5.150449933194597,0.6287299330016294
[390375345],1.6285222077512007,0.0,0.0
[360365385],3.6941649325636323,3.9686007241085792,6.42822367097558
[340350360],1.6181884840308824,1.0378246486542824,0.7814613922890721
[380375310],0.0,0.5200766774174299,0.0
[340350365],0.06526688942410741,1.4872646767271318,4.373661643079586
[320320345],0.3446815750254118,1.8502686674017,3.2586123643867024
[385350280],0.037900199999999995,0.0,0.2
[390380400],0.5167388673313889,0.58339191796781,5.556573686379834
[385365395],0.0,5.411387090964662,0.21550328487906387
[385380380],1.9778199425584155,6.362877273512398,2.4776063252606297
